"Internal ID","Vendor","Site Type","Proposed Vendor","Proposed Mimo Config","Site Access Achieved ","ESN Power Resilience Hub","Power Resilience Solution","Unique Coverage","Existing Power Supply Type","EXISTING POWER SUPPLY PHASE","Existing Power Supply Rating","Main Contract","Hyperlink","Design Dependency Type","Overall GA Status","Overall DD Status","Site ID","Supplier instructed","Owner","Revision","DD Rev 1 Forecast","Build Start","Delivery F/C","Next actioner","Status","Comments"
23143,"KTL UK Internal Design Team","Rooftop",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 21675_0- EUW- Design","006 Electrical Calculations / Design","3rd party in progress",,"21675_0",,"Georgia Georgakaki","A","21/5/2025",,,"Georgia Georgakaki","Not Started","02/3/25 [Sean H] - Pending GA Drawings to Instruct Electrical Design<br /><br />18.02.25.DH electrical design instructed"
23677,"KTL UK Internal Design Team","Greenfield","Nokia","18\21\26 @4x4; 70\80 @2x4; 3500 @32x32",,,,"18\21\26 @4x4; 70\80 @2x2; 3500 @32x32",,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 12541130 54259 ICSS","006 Electrical Calculations / Design","Approved","To be instructed","54259","6/3/2025","Reece V Belkum","A","31/3/2025","1/1/1900",,"David Hegarty","Not Started","6/3/2025 - RVB - Instructed"
23525,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12588125 85125 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","85125","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
23524,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12683332 23157vf B4 DESIGN","047 Design Survey Document Review","Approved","To be instructed","23157vf","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
23529,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 11307928 19487 B4 DESIGN","047 Design Survey Document Review","Approved","To be instructed","19487","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
23550,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 13294924 80060 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","80060","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23528,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 13273124 79201 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","79201","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
23409,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19452_0- EUW- Design","006 Electrical Calculations / Design","Approved","Awaiting dependencies","19452_0","26/2/2025","Georgia Georgakaki",,"16/4/2025",,,"Nick Seymour","Not Started","26/02/25 [Niall C] - Electrical Calcs required to confirm that the existing 1PH supply is adequate. Fuse Pull Out Test requested separately to Dave and team"
23584,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 19647_0- EUW- Design","006 Electrical Calculations / Design","Rejected DAF Issued",,"19647_0","4/3/2025","Georgia Georgakaki","A","30/4/2025",,,"Nick Seymour","Not Started","0/03/2025 - GG - Instructed"
23767,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 11363726 19402vf B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","19402","11/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","11/3/2025 - RVB - Survey review. Please note the survey is outdated, check the Existing site info PD DD drawings for electrical schematics of current site. Is this enough to go off  to complete electrical design at later stage?"
23757,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12072329 141 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","141","11/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","11/3/2025 - RVB - Survey review"
23184,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 13294924 80060 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","80060","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben W if any issues with elec, before placing site on hold query etc etc."
23186,"KTL UK Internal Design Team","Greenfield",,,,,,,"DNO","Three Phase","100A","Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12523024 86591 B4 DESIGN","006 Electrical Calculations / Design","Approved","On-Hold","86591","18/2/2025","Raashid Patel","A","1/1/2040",,,"Leon  Chevallier","Not Started","18/02/25 - RP - Elec calcs to proceed with GA redlines. All info saved within SP. Please contact myself or Ben W if any issues with elec, before placing site on hold query etc etc."
23745,"KTL UK Internal Design Team","Greenfield",,,,,,,"Landlord Supply","Three Phase","100A","Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12822025 68079 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","68079vf","10/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","10/3/2025 - RVB - Survey review"
23145,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12520503 86342 B4 DESIGN","006 Electrical Calculations / Design","Approved","First Check","86342","14/3/2025","Reece V Belkum","A","29/3/2025",,,"David Hegarty","Not Started","13/03/2025 VW - DD REV 1A received.<br />20/2/2025 - RVB - On hold pending DD<br />18/2/2025 - RVB - Instructed"
23549,"KTL UK Internal Design Team","Greenfield",,,,,,,"DNO","Three Phase","100A","Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12523024 86591 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","86591","3/3/2025","Raashid Patel","A","1/1/2040",,,"David Hegarty","Not Started","03/03/25 - RP - Survey review required."
23527,"KTL UK Internal Design Team","Greenfield",,,,,,,"DNO","Three Phase","100A","Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 12712025 30951 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","30951","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
23530,"KTL UK Internal Design Team","Greenfield",,,,,,,,,,"Cornerstone UK : Cornerstone Beacon 4 Main Contract","Cornerstone UK : CS 13775029 1602 B4 DESIGN","047 Design Survey Document Review","Approved","On-Hold","1602","3/3/2025","Reece V Belkum","A","1/1/2040",,,"David Hegarty","Not Started","3/3/2025 - RVB - Survey review"
22745,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @4x4; 70\80 @2x4","1/1/1900","0","0","0","DNO","Single Phase","100A","Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0004112 S1 P-274411 16842 HERTFORD WELWYN ROAD","006 Electrical Calculations / Design",,"First Check","16842","25/2/2025","Matthew Cragg","A","28/3/2025","1/1/1900",,"David Hegarty","In Progress","13/03/2025 - MC - DD Received - NS previous engineer assigned<br /><br />12/03/25 NS - GA or DD not available yet<br /><br />25.02.25.DH.electrical design instructed 06/02/2025 - MC - Pending DD"
15054,"KTL UK Internal Design Team","Rooftop","Nokia","18\21\26 @4x4; 70\80 @2x2; 3500 @32x32","1/1/1900","Potential Commercial - Check Required","0","0",,,,"Everything Everywhere Limited : EE Grissom - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-274382 98718 CHESHAM FIRE STATION","006 Electrical Calculations / Design","Approved","First Check","98718","12/4/2024","Reece V Belkum","A","30/5/2025","1/1/1900",,"Nick Seymour","BLOCKED","10/6/2024 - RVB - Electrical survey WIP<br />23/04/24 NS - No photos of the fuse or MCB protecting the equipment room/cabin.<br /><br />12/4/2024 - RVB - Instructed"
21077,"KTL UK Internal Design Team","Greenfield","Ericsson","18\21 @4x4; 70\80 @2x4","1/1/1900","Potential Commercial - Check Required","0","0",,,,"Cellnex UK : Cellnex UK Main Contract","Cellnex UK : COL.MOD.UK.0003895 S1 P-273776 94399 FOREST (SHOTTS)","006 Electrical Calculations / Design",,"First Check","94399",,"Dylan van Belkum","A","30/4/2025","1/1/1900",,,"BLOCKED","10/12/2024 - DvB - Meter Cabinet not opened"
8551,"KTL UK Internal Design Team","Greenfield","Nokia","18\21 @2x2; 70\80 @2x2","1/1/1900","Potential Commercial - Check Required","0","0",,,,"Everything Everywhere Limited : EE Airscale - Acq, Design & Build Main Contract","Everything Everywhere Limited : P-233589 99119 I.I.IONICA RAUNDS SUB STATION","006 Electrical Calculations / Design","Approved","To be instructed","99119","7/11/2022","Reece V Belkum","A","1/12/2025","1/1/1900",,"Nick Seymour","BLOCKED","12/4/2023 - RVB - Pending new drawing<br />13/12/2022 - RVB -  Delivery date and result retracted as no electrical files within Airscale folder. Blocked with design awaiting new drawing<br />21/11/202 - Site pending further information<br />21/11/202"
11191,"KTL UK Internal Design Team","Streetworks","Ericsson",,,,,,,,,"Vodafone UK : VF North Main Contract","Vodafone UK : 65399_17","006 Electrical Calculations / Design","On-Hold",,"65399_17",,"Dean McMinn",,"28/11/2025",,,"Nick Seymour","BLOCKED","31.03.23 NS - Cannot complete design until Commscope/VF to confirm O&M<br />cables sizes for new cheshire cabinet<br /><br />quick amend lancster to cheshire"
18728,"KTL UK Internal Design Team","Greenfield","Ericsson","18\21 @4x4; 70\80 @2x4",,,,,,,,"Cornerstone UK : Cornerstone UK Main Contract","Cornerstone UK : CS Acq and Design 10763838 22504 ICSS","006 Electrical Calculations / Design","Approved","3rd party in progress","22504","24/10/2024","Reece V Belkum","A","1/1/2026","1/1/1900",,"Nick Seymour","BLOCKED","28/11/2024 - RVB - Onn hold pending PD & updated drawings. Resurvey completed<br />9/11/2024 - RVB - Survey team to return & gather Supply origin . Email sent to Gavin<br />25/10/24 NS - No photos of the supply origin<br /><br />24/10/24 - RP"
18260,"KTL UK Internal Design Team",,,,,,,,,,,"Freshwave Facilities Limited. : Freshwave Main Contract","Freshwave Facilities Limited. : 27383_0 Wild Duck","006 Electrical Calculations / Design",,,"27383_0",,"Wayne Braithwaite",,,,,,"BLOCKED","Pending freshwave deps first"
17260,"KTL UK Internal Design Team",,,,,,,,,,,"Freshwave Facilities Limited. : Freshwave Main Contract","Freshwave Facilities Limited. : 1673287_Portsoken House","006 Electrical Calculations / Design",,,"1673287",,"Wayne Braithwaite",,,,,"Nick Seymour","BLOCKED","Pending Freshwave deps"
18255,"KTL UK Internal Design Team",,,,,,,,,,,"Freshwave Facilities Limited. : Freshwave Main Contract","Freshwave Facilities Limited. : 27332_0 Doniford Bay","006 Electrical Calculations / Design",,,"27332_0",,"Wayne Braithwaite",,,,,"Nick Seymour","BLOCKED","Pending Freshwave Dependencies"
13891,"KTL UK Internal Design Team",,,,,,,,,,,"Freshwave Facilities Limited. : Freshwave Main Contract","Freshwave Facilities Limited. : Devon Cliffs","006 Electrical Calculations / Design",,,,,"Wayne Braithwaite",,,,,,,
