"Internal ID","NS
Status","Site Scope","Instruction Date","Project 
ID 
","Site ID","MBNL Site ID","VF Site ID","TEF Site ID","KTL Project Name","Project Comments","Client 
Priority","Drawing Priority/Status","Site Type","Structure Owner","Design Blocker Start","Design Blocked Close","Blocker 
Status","Blocker Owner","Blocker Reason","Blocker Comments","Survey Supplier","Surveyor","Survey 
RAG","Survey 
Revison","Survey Permit 
Number","RAMS
(A)","Survey
(F)","Survey (A)","DRONE SURVEY DATE (F)","Drone Survey (A)","RMSV DATE (F)","RMSV(A)","SURVEY / DESIGN HANDOVER INFORMATION","Survey 
Approved","Survey Uploaded
to Clients Tools","SURVEY INFORMATION COMMENTS","Survey Comments","Survey Blocker Comments","Survey Abort Comments","GA Supplier","GA Instruction 
Type","CAD provided to 
3rd party 
supplier","GA
(F)","GA 
Rev","GA Designer","GA Status","GA Action","GA Design Notes","GA Issued Client (A)","GA Approved Client (A)","GA Issued Operator (A)","GA Approved Operator (A)","DD Supplier","Dependency 
RAG","Dependency
Owner","Remaining Dependencies
(auto updates at 23:00)","Dependency Notes","DD Status","DD Action","DD Design Notes","DD
Rev","Dependency
Clear","DD
(F)","Dependency
(F)","DD Issued Client (A)","DD Designer","DD Approved Client (A)","DD Issued to Operator (A)","DD Approved to Operator (A)"
"29966","In Progress","Acquisition & Design","27/09/2024","10783839","18987","","200","72770","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Leighton Davis","","","REQ000003936634","F","21/11/2024","21/11/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","27/11/2024-VG-Survey available on SharePoint. 
21/11/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","F","13/12/2024","1A","Sikandar Iqbal","Approved","1A approved by CS & BTEE","08/01/25 SI: BTEE approved GA REV 1A. 
12/12/24 SI: GA REV 1 approved by CS and uploaded on BT ST.  
09/12/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core)
06/12/24 SI: Redlines on first draft of GA REV 1A shared with Emfyser and BEAMWIDTH V1CR submitted on BT ST,
03/12/24 SI: GA instructed without CAD file.","09/12/2024","12/12/2024","12/12/2024","08/01/2025","Emfyser","Amber","Reece V Belkum","012 GDC L3","28/2/2025 - RVB - Pending L3 GDC cost approval
31/1/2025 - RVB - Pending L3 cost approval 
29/1/2025 - RVB - GDC RFQ (Belfour beatty) 
06/12/204 SI: BEAMWIDTH V1CR for Beamwidth change from 85 to 65 V1CR raised on BT st","To be instructed","","","","F","25/04/2025","11/11/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"29967","In Progress","Acquisition & Design","27/09/2024","12409526","20535","","76265","6954","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Mark Ayriss","","","","F","30/10/2024","30/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","22/11/24-VG-Survey and photos, received. 
30/10/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","T","29/11/2024","1A","Sikandar Iqbal","Approved","1A approved CS & BTEE","18/12/24 SI: BTEE approved GA REV1A. 
05/12/24 SI: GA REV 1A approved by CS and issued to BTEE
28/10/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core)
27/10/24 SI: Redlines on GA REV 1 draft 1 shared with Emfyser
22/11/24 SI: GA Instructed with CAD file","28/11/2024","05/12/2024","05/12/2024","18/12/2024","Emfyser","Green","Reece V Belkum","","17/2/2025 - RVB _ Dep clear
17/2/2025 - RVB - Structural review Overdue
4/2/2025 - RVB - Structural review Overdue
24/1/2025 - RVB - Structural review WIP
22/1/2025 - RVB - L2 GDC WIP
13/01/2025 - MC - L2 GDC WIP + Electrical WIP
8/1/2025 - RVB - FLI GDC required + Electricals","Approved","","113/03/25 LS: Elec Survey booked 20/03
05/03/25 LS: 2A DD Approved with observations
28/02/25 LS: 2A Approved by CS
28/02/2025-MM-DD 2A Issued to CS
17/2/2025 - RVB _ Dep clear
13/02/25-MM-DD Issued to CS
13/02/25 VW - DD REV 1A received.
12/02/25- MM-DD 1A back to emfyser for amend FC 13/02
05/02/25 LS: just waiting on structural review","2A","T","13/02/2025","17/02/2025","13/02/2025","Martin McWaters","28/02/2025","28/02/2025","05/03/2025"
"29968","In Progress","Acquisition & Design","27/09/2024","12541130","54259","","80562","10955","ICSS","ICSS","F","P2","Greenfield","","07/01/2025","27/01/2025","Cleared","CS/ Paul C","ICNIRP","27/01/25 SI: Paul C shared bespoke lobes values and drawing sent back to CAD for update. 
20/01/25 SI: Paul C will shared with bespoke vlaues to comply with ICNIRP.
13/01/25 SI: Paul C will look the drawing and will come back with bespoke values. 
10/01/25 SI: ICNIRP review need and drawing sent out to Paul C. 
19/12/24 SI: Survey report received and GA instructed. 
18/12/24 SI: Waiting for Survey report to instruct GA","KTL (Internal)","Chris Padfield","","","REQ000003999420","F","16/12/2024","16/12/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","18/12/2024-VG- Survey is missing, only photos received. Asked to Chris to check and upload.
16/12/24-VG- Survey confirmed as completed. Waiting to be received.
05/12/24-VG- FC Date set 16/12/24 - Chris Padfield to attend. 
03/12/2024-VG- This is a site too far to be surveyed. No lucky persuading surveyors, will be moved for next year.","","","","Emfyser","GA (Existing + Proposed Pages)","F","31/01/2025","1A","Sikandar Iqbal","Approved","1A approved by CS","05/02/25 LS: GA approved by EE
30/01/25 SI: GA REV 1A approved with amends by CS. 
29/01/25 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core).
27/01/25 SI: DIFF Form submitted on BTEE st for antenna type discrepancy. 
27/01/25 SI: Redlines on2ndt draft of GA REV 1A with ICNIRP bespoke values shared with Emfyser.
10/01/25 SI: ICNIRP needed and drawing shared with Paul C. 
07/01/25 SI: Redlines on first draft of GA REV 1A shared with Emfyser.
19/12/24 SI: MiMo CR-017952 raised for single antenna use by step down lowband. 
19/12/24 SI: GA instructed without CAD file","29/01/2025","30/01/2025","30/01/2025","05/02/2025","Emfyser","Amber","Reece V Belkum","006 Electrical Calculations / Design,036 ICNIRP,011 GDC L2,046 Structural review","14/3/2025 - RVB _ GDC WIP + Electrical WIP
13/3/2025 - RVB - L2 GDC RFQ + Electrical WIP
05.02.25 LS: GA Approved - Dependencies to be instructed","To be instructed","To be Instructed","","1A","F","31/03/2025","10/04/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"30003","In Progress","","","","","","","","","","F","","","","","","","","","","","","","","","F","","","","","","01/01/1900","","F","F","","","","","","","F","","","","","","","","","","","","","","","","","","","","F","","","","","","",""
"30006","In Progress","","","","","","","","Beacon 4","B4","F","","","","","","","","","","","","","","","F","","","","","","01/01/1900","","F","F","","","","","","","F","","","","","","","","","","","","","","","","On-Hold","","","","F","","","","","","",""
"30037","Not Started","Acquisition & Design","08/07/2024","30901500","24133vf","","","","SS","Site Search","F","","","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"30038","Closed","Acquisition & Design","08/07/2024","30901600","24134vf","","","","SS","Site Search","F","","","","","","","","","","","","","","","F","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","","","","","","","F","01/01/1900","A","","To be instructed","","","","01/01/1900","01/01/1900","","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"30185","In Progress","Acquisition & Design","01/10/2024","11174231","TAY929","TAY929","10840","72649","ICSS","ICSS Corporate","F","P2","Greenfield","","","","Cleared","CS","","17/01/25 LS: Good to go
19/12/2024 DM: LM to confirm with CS how to proceed","KTL (Internal)","Ian Mcintosh","","","","F","26/10/2024","26/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","28/10/24-VG-Survey & photos, received.
26/10/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","F","22/11/2024","1A","Sikandar Iqbal","Approved","1A approved by AIRWAVE","29/11/24 SI: GA REV 1A APPROVED by AIRWAVE.
22/11/24 SI: GA REV 1A emailed to Peter Hickson(Airwave)
21/11/24 SI: Redlines on first draft of GA REV 1A shared with Emfyser
18/11/24 SI: GA Instructed without CAD file","22/11/2024","29/11/2024","22/11/2024","29/11/2024","Emfyser","Amber","Reece V Belkum","046 Structural review","12/03/25 LS: Please obtain geotech costs, we are trying for legacy info but nothing sent so far. 
28/2/2025 - RVB - GDC Fail. Fail due to assumed base depth in OTM. Asked Paul Teel if he has any info 
21/02/25-JG-RVB sent update order form to SWANN
11/02/25-JG-Chased status of GDC PO as no updates
08/01/25-JG-Swann stated they have already mapped tower thus can proceed with GDC L2 
18/12/24-JG-GDC L3 required to obtain tower details
12/12/24-JG-GDC L2 WIP
11/12/2024 - RVB - Potentially needs L1as per LS","Awaiting dependencies","Emfyser","13/02/25 LS; GDC F/C confirmed 04/03
22/01/25 LS: GDC F/C 07/02
15/01/25-MM-DD in for QA awaiting Dependency
20/12/24 SI: DD Instructed","1A","F","14/04/2025","10/04/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"30186","In Progress","Acquisition & Design","02/10/2024","12115741","92504","","1226","763","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Peter Barrett","","","","F","31/10/2024","05/11/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","05/11/2024-VG-Survey and photos, received.","","","","Emfyser","GA (Existing + Proposed Pages)","F","13/12/2024","2A","Sikandar Iqbal","Approved","2A Approved by BTEE","15/01/25 LS: GA Approved by BT
10/01/25 SI: GA REV 2A approved by CS and already uploaded by CS on BT ST. (Survey Photo uploaded)
09/01/25 SI: GA amendment in house, and REV 2A is ready to submit.  (GA is uploaded on CS core)
11/12/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core).
09/12/24 SI: Redlines on first draft of GA REV 1A shared with Emfyser
04/12/24 SI: GA instructed without CAD file","11/12/2024","10/01/2025","10/01/2025","15/01/2025","Emfyser","","Marko Cernaus","","","To be instructed","","","","F","18/04/2025","01/01/1900","","Martin McWaters","01/01/1900","01/01/1900",""
"30187","In Progress","Acquisition & Design","02/10/2024","12238626","25423","","3519","43351","ICSS","ICSS","F","P2","Greenfield","","","","","","Awaiting Dependencies","19/12/24 SI: As per survey there is no EE equipment present on site. 
05/11/24-VG-Comments on Peter's email: NO EE ON SITE/VF SITE INFO AND EQUIPMENT CAPTURED.","KTL (Internal)","Peter Barrett","","","","F","31/10/2024","05/11/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","05/11/24-VG-Comments on Peter's email:
NO EE ON SITE
VF SITE INFO AND EQUIPMENT CAPTURED.","","","","","","F","01/01/2026","A","Sikandar Iqbal","Out of Scope","","06/01/25 SI: This is VF only site as per the survey, no BTEE equipment on site neither any project scope on BTEE site tracker.","","01/01/1900","01/01/1900","","Emfyser","","Raashid Patel","","","To be instructed","","","","F","01/01/1900","01/01/1900","","","01/01/1900","01/01/1900",""
"30188","In Progress","Acquisition & Design","07/10/2024","10704035","91327","","NA","645","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Theodore Mante","","","","F","18/10/2024","18/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","25/10/2024-VG-Survey and photos, received.
18/10/2024-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","T","15/11/2024","1A","Sikandar Iqbal","Approved","1A approved by CS & BTEE","26/11/24 SI: BTEE Approved GA REV 1A with amends. 
19/11/24 SI: GA REV 1A approved with amends by CS and issued to BTEE
15/11/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core) 
14/11/24 SI: Redlines on GA REV 1A draft 1 shared with Emfyser.
07/11/24 SI: GA instructed with CAD file","15/11/2024","19/11/2024","19/11/2024","26/11/2024","Emfyser","Amber","Reece V Belkum","012 GDC L3,007 Electrical Survey / Fuse Test","29/1/2025 - RVB - Pending electrical survey fuse test (unlabelled) , legacy info suggest 100A but not sure this is accurate + L3 GDC pending cost approval 
21/1/2025 - RVB - CNX site , Patrick to advise, pending acquisition GDC application.

11/1/2025 - RVB - L2 GDC RFQ + Electrical WIP
8/1/2025 - RVB - Swann GDC required + Electricals + Accessory steewlork check","Awaiting dependencies","","15/01/25-MM-
26/11/24 SI: The GA is approved with amend as there is no additional loading and an easy solution although it requires a little reshuffling of antenna locations. Please see the Email from Mark (BTEE) on 26/11/2024","","F","04/04/2025","11/11/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"30189","In Progress","Acquisition & Design","07/10/2024","10711854","55067","","644","782","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Leighton Davis","","","","F","28/10/2024","28/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","04/11/24-VG- Survey and photos, received.
28/10/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","F","22/11/2024","2A","Sikandar Iqbal","Approved","2A approved by CS & BTEE","12/12/24 SI: BTEE approved GA REV 2A. 
29/11/24 SI: GA REV 2A approved by CS and issued to BTEE
27/11/24 SI: GA REV 2A is ready to issue to CS (GA is uploaded on CS core) 
26/11/24 SI: CS Rej GA REV 1A and redlines shared with Emfyser for correction. 
25/11/24 SI: GA REV 1A rejected by CS. Query to Simon on rejection comments. 
21/11/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core)
20/11/24 SI: Redlines on 1st draft of GA REV 1A shared with Emfyser
14/11/24 SI: GA Instructed without CAD file","21/11/2024","29/11/2024","29/11/2024","12/12/2024","Emfyser","Green","Reece V Belkum","","17/3/2025 - RVB _ Dep clear
7/3/2025 - RVB _ Structural review WIP only
28/2/2025 - RVB - Structural calcs WIP, then review
25/2/2025 - RVB - Structural calcs WIP, then review
20/2/2025 - RVB - ASC RFQ, steelwork to be assumed as worst case, if fails propose new
12/2/2025 - RVB - FLI GDC WIP
9/2/2025 - RVB - L2 GDC with FLI pending cost approval","First Check","","17/3/2025 - RVB _ Dep clear
12/03/25 VW - DD REV 1A received.
10/03/25-MM- DD Instructed to Emfyser FC 13/02
12/02/25 - DM - CB instructed to progress.","1A","T","17/03/2025","17/03/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"30190","In Progress","Acquisition & Design","07/10/2024","10721034","91196","","35223","1024","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Theodore Mante","","","","F","19/10/2024","19/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","28/10/24-VG-Survey and photos, received. 
19/10/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","T","15/11/2024","3A","Sikandar Iqbal","Approved","3A approved by CS & BTEE","26/11/24 SI: BTEE approved GA REV 3A. 
25/11/24 SI: CS APPROVED GA REV 3A and issued to BTEE
25/11/24 SI: GA REV 3A is ready to issue to CS (GA is uploaded on CS core) 
22/11/24 SI: GA REV 2A is ready to issue to CS (GA is uploaded on CS core) 
21/11/24 SI: CS Rej GA REV 1A and redlines shared with Emfyser for correction. 
19/11/24 SI: CS rejected GA Rev 1A.
15/11/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core)
13/11/24 SI: Redlines on GA REV 1A draft 1 shared with Emfyser.
07/11/24 SI: GA instructed with CAD file","15/11/2024","25/11/2024","25/11/2024","26/11/2024","Emfyser","Green","Reece V Belkum","","18/2/2025 - RVB - Dep clear
17/2/2025 - RVB - Structural review overdue
4/2/2025 - RVB - Structural review overdue
23/1/2025 - RVB - Structural review WIP
17/01/2025 - MC - FLI GDC FC 31/01
13/01/2025 - MC - L2 GDC WIP + Electrical WIP.
11/1/2025 - RVB - Matt providing GDC order form as part of training","Disputed","","18/2/2025 - RVB - Dep clear
11/02/25-MM-Electrical rejection contested with CS awaiting reply before issuing amend  
03/02/25 LS: DD rejected
31/01/25-MM-DD issued to CS for review
28/01/25-MM-DD Instructed to Emfyser FC 31/01
15/01/25-MM-Awaiting dependencies, asked if we can improve on date to land within the month","1A","T","31/01/2025","18/02/2025","31/01/2025","Martin McWaters","01/01/1900","01/01/1900",""
"30191","In Progress","Acquisition & Design","07/10/2024","10724639","93196","","NA","1092","ICSS","ICSS","F","P1","Greenfield","","","","","","","","KTL (Internal)","Peter Barrett","","","REQ000003898660","F","01/11/2024","07/11/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","07/11/24-VG- Survey and photos, received.
01/11/2024-VG-Confirmed as completed. Waiting for survey doc and photos.","","","","Emfyser","GA (Existing + Proposed Pages)","T","13/12/2024","1A","Sikandar Iqbal","Approved","1A approved by VS & BTEE","10/01/25 SI: BTEE approved GA REV 1A. 
07/01/25 SI: GA REV 1A approved by CS and uploaded on BT ST.  
09/12/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core)
09/12/24 SI: Redlines on first draft of GA REV 1A shared with Emfyser
04/12/24 SI: GA instructed with CAD file and email sent to BT for Power Resilience Solution.","10/12/2024","07/01/2025","07/01/2025","10/01/2025","Emfyser","Amber","Reece V Belkum","011 GDC L2,017 Intrusive / Structural Survey","28/2/2025 - RVB - Pending CS cost approval for stub corrosion + GDC pending cost approval
29/1/2025 - RVB - Pending CS cost approval for stub corrosion + L2 GDC with FLI to follow + Electrical WIP
18/01/2025 - RVB - Stub corrosion assessment RFQ + Electrical potential commercial check ; then FLI GDC (Order form completed and on sharepoint)
10/12/24 SI: Power Resilience Solution: Potential Commercial - Check Required. 

10/12/24 SI: Existing Headfram to be re-oriented by 55 deg to better suit antenna bearings.","To be instructed","","LS : Changed from P2 to P1 26.02.25","","F","21/03/2025","09/09/2025","","","01/01/1900","01/01/1900",""
"30192","In Progress","Acquisition & Design","07/10/2024","10920844","61608","","NA","4537","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Mark Ayriss","","","","F","15/11/2024","15/11/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","25/11/24-VG-Survey received. Available on SharePoint. 
15/11/24-VG-Survey confirmed as completed. 
12/11/24- CTIL App account active for Mark. 
29/10/24-VG-Survey not completed. Issues with CTIL Locken App. Accout not active.","","","","Emfyser","GA (Existing + Proposed Pages)","T","29/11/2024","2A","Sikandar Iqbal","Approved","2A approved by CS & BTEE","18/12/24 SI: BTEE approved GA REV1A. 
05/12/24 SI: GA REV 2A is ready to issue to CS (GA is uploaded on CS core)  and uploaded on BT ST. 
05/12/24 SI: REV 1A REJECTED BY CS, APPROVED SAME DRAWING WITH UP REV 2A. 
29/11/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core) 
28/10/24 SI: Redlines on GA REV 1 draft 1 shared with Emfyser
26/11/24 SI: GA Instructed with CAD file","29/11/2024","05/12/2024","05/12/2024","18/12/2024","Emfyser","Green","Reece V Belkum","","26/2/2025 - RVB - Dep clear
26/2/2025 - RVB - Structural review overdue
21/2/2025 - RVB - Structural review WIP only
5/2/2025 - RVB - L2 GDC WIP 
4/2/2025 - RVB - GDC RFQ","Approved","","14/03/25 LS: 1A DD Approved by EE
11/03/2025 LS: 1A DD Approved by CS
03/03/25 VW -ITR-136711.
28/02/25-MM-DD 1A issued to CS for review
28/02/2025 VW - DD REV 1A received.
26/2/2025 - RVB - Dep clear
26.02.25 - GDC L2 PASS. Note the legs are stressed to 97% so nearly at full capacity. Please ensure the feeders/fibres/dc cables are equally distributed on the inside of each leg to avoid any non-uniform loading.
26/02/25 - DM - Struc Review overdue. On Track for Month end
25/02/25-MM-DD 1A Instructed to Emfyser FC 28/02
21/2/2025 - RVB - Structural review WIP only. GDC pass
05/02/2025 LS: GDC WIP,DD at risk","1A","T","26/02/2025","26/02/2025","28/02/2025","Martin McWaters","11/03/2025","11/03/2025","14/03/2025"
"30193","In Progress","Acquisition & Design","07/10/2024","11733435","91516","","82350","49435","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Theodore Mante","","","","F","17/10/2024","17/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","25/10/2024-VG-Survey received. Available on SP.
17/10/2024-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","T","15/11/2024","2A","Sikandar Iqbal","Approved","2A approvd by CS & BTEE","12/12/24 SI: BTEE Approved GA REV 2A.
26/11/24 SI: GA REV 2A approved by CS and issued to BTEE
25/11/24 SI: GA REV 2A is ready to issue to CS (GA is uploaded on CS core) 
22/11/24 SI: CS Rej GA REV 1A and redlines shared with Emfyser for correction after reply by CS. 
19/11/24 SI: CS rejected GA Rev 1A by asking for Nokia Interleave antenna
15/11/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core) 
13/11/24 SI: Redlines on GA REV 1A draft 1 shared with Emfyser.
07/11/24 SI: GA instructed with CAD file","15/11/2024","26/11/2024","26/11/2024","12/12/2024","Emfyser","Amber","Reece V Belkum","006 Electrical Calculations / Design,046 Structural review","27/2/2025 - RVB  - Structural review WIP + Electricals WIP (might need fuse pull to confirm fuse rating)
12/2/2025 - RVB - FLI GDC WIP , then grillage & Piled FD calcs to follow + Electrical WIP
5/2/2025 - RVB - Pending GDC cost approval ; then grillage & piled FD calcs to follow + Electrical WIP. 
Note:  Photos & drawings do not reflect current VMo2 equipment as VMo2 upgraded tower in December 2024 (See survey/Legacy downloads/BHOP) and MSV is from October 2024

8/1/2025 - RVB - FLI GDC + Grillage assessment required + Electricals. Piled foundation?","To be instructed","","5/2/2025 - RVB - Photos & drawings do not reflect current VMo2 equipment as VMo2 upgraded tower in December 2024 (See survey/Legacy downloads/BHOP) and MSV is from October 2024","","F","30/06/2025","07/04/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"30194","In Progress","Acquisition & Design","07/10/2024","12102537","93181","","4085","560","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Peter Barrett","","","","F","28/10/2024","28/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","01/11/24-VG-Comments on Peter's email:
TOWER LEGS RUSTING AT ENTRY TO BASE","F","F","01/11/24-VG-Survey & photos, received.
28/10/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","T","20/11/2024","1A","Sikandar Iqbal","Approved","1A approved by CS & BTEE","20/11/24 SI: GA REV 1A approved with amends by BTEE. DIF Form submitted for ADU antenna. 
18/11/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core) 
14/11/24 SI: V1CR raised for proposed beamwidth change 
14/11/24 SI: Redlines on GA REV 1A draft 1 shared with Emfyser.
08/11/24 SI: GA instructed with CAD file","18/11/2024","19/11/2024","19/11/2024","20/11/2024","Emfyser","Amber","Reece V Belkum","046 Structural review,045 Spectral Analysis","18/3/2025 - RVB _ Spectral analysis WIP
12/3/2025 - RVB - Spectral pending cost approval 
4/3/2025 - RVB - GDC WIP due 12/3 then structural review 
12/2/2025 - RVB - FLI GDC WIP
10/2/2025 - RVB - Pending Level 2 GDC cost approval
9/2/2025 - RVB - GDC Order form partially completed due to Siterra being down","To be instructed","Awaiting Spec Analysis","12/3/2025 - RVB - Please check GDC equipment , spectral anlysis required
20/11/24 SI: RET connectivity need to be capture on DD, please see BTEE approval email. DIF Form submitted for antenna height for ADU antenna.","","F","28/03/2025","11/04/2025","","Martin McWaters","01/01/1900","01/01/1900",""
"30195","In Progress","Acquisition & Design","07/10/2024","12124640","98823","","1444","988","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Theodore Mante","","","","F","30/10/2024","30/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","11/11/2024-VG-Survey and photos, received. Available on SharePoint. 
30/10/24-VG-Survey confirmed as completed. Waiting to be received.","","","","Emfyser","GA (Existing + Proposed Pages)","T","29/11/2024","2A","Sikandar Iqbal","Approved","2A Approved by BT","16/1/25 LS: GA Approved by EE
14/01/25 LS: GA Approved by CS with amends at DD. Issued to EE by CS
16/12/24 SI: GA REV 2A is ready to issue to CS (GA is uploaded on CS core).
29/11/24 SI: CS rejected GA REV 1A, and the rejection will contested on CS design call
27/10/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core) 
27/10/24 SI: Redlines on GA REV 1 draft 1 shared with Emfyser
20/11/24 SI: GA Instructed with CAD file","27/11/2024","14/01/2025","14/01/2025","16/01/2025","Emfyser","","Marko Cernaus","","","To be instructed","","","","F","18/04/2025","01/01/1900","","Martin McWaters","01/01/1900","01/01/1900",""
"30196","In Progress","Acquisition & Design","07/10/2024","12149038","98601","","77716","1411","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Mark Ayriss","","","","F","29/10/2024","29/10/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","28/11/24-VG-Survey received, available on SharePoint.
12/11/24-VG-Issues with App Locken resolved. Waiting for survey docs and photos.
29/10/24-VG-Confirmed as completed. Waiting for survey and photos.","","","","Emfyser","GA (Existing + Proposed Pages)","T","20/12/2024","1A","Sikandar Iqbal","Approved","1A approved by EE","26/02/25 LS: 1A DD Approved by EE
25/02/25 SI: CS Approved GA REV 1A.
06/12/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core)
06/12/24 SI: Redlines on first draft of GA REV 1A shared with Emfyser
02/12/24 SI: GA instructed with CAD file.","06/12/2024","25/02/2025","25/02/2025","26/02/2025","Emfyser","Amber","Reece V Belkum","006 Electrical Calculations / Design,011 GDC L2,046 Structural review,036 ICNIRP","28/2/2025 - RVB - Pending CS cost approval for L2 FLI GDC + Electrical WIP","To be instructed","","","","F","01/01/1900","11/11/2025","","","01/01/1900","01/01/1900",""
"30197","In Progress","Acquisition & Design","07/10/2024","12485624","54592","","33270","9365","ICSS","ICSS","F","P2","Greenfield","","","","","","","","KTL (Internal)","Ian Mcintosh","","A","REQ000003925742","F","13/11/2024","19/11/2024","01/01/1900","01/01/1900","01/01/1900","01/01/1900","","F","F","19/11/24-VG-MSV received. Available on SharePoint.
14/11/24-VG-MSV confirmed as completed. Waiting for survey docs and photos.","","","","Emfyser","GA (Existing + Proposed Pages)","F","13/12/2024","2A","Sikandar Iqbal","Approved","2A Approved by EE","16/01/25 SI: GA REV 2A is approved.
16/12/24 SI: GA REV 2A is ready to issue to CS (GA is uploaded on CS core)
12/12/24 SI: CS rejected GA REV 1A, and the rejection will contested on CS design call
09/12/24 SI: GA REV 1A is ready to issue to CS (GA is uploaded on CS core)
06/12/24 SI: Redlines on first draft of GA REV 1A shared with Emfyser
03/12/24 SI: GA instructed without CAD file.","09/12/2024","16/01/2025","16/01/2025","20/01/2025","Emfyser","","Reece V Belkum","","","To be instructed","","","","F","18/04/2025","01/01/1900","","Martin McWaters","01/01/1900","01/01/1900",""
